dataset,substudy,recording_id,subject_id,signal_label,modality_family,reference,sampling_hz,physical_dimension,signal_representation,schema_source,verified,notes
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4001E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4001E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4301E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4301E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4301E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4302E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4302E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4302E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4302E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4302E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4302E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4302E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4311E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4311E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4311E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4311E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4311E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4311E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4311E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4312E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4312E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4312E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4312E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4312E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4312E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4312E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4321E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4321E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4321E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4321E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4321E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4321E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4321E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4322E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4322E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4322E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4322E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4322E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4322E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4322E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4331F0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4331F0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4331F0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4331F0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4331F0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4331F0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4331F0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4332F0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4332F0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4332F0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4332F0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4332F0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4332F0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4332F0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4341F0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4341F0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4341F0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4341F0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4341F0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4341F0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4341F0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4342F0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4342F0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4342F0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4342F0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4342F0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4342F0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4342F0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4351F0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4351F0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4351F0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4351F0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4351F0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4351F0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,TRUE,Header-only; no signal samples read.
